REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,1/10/2022 5:35,4109.2,149.98,TRADE
VIC1,1/10/2022 5:40,4208.85,151,TRADE
VIC1,1/10/2022 5:45,4239.47,156.78,TRADE
VIC1,1/10/2022 5:50,4201.68,157.3,TRADE
VIC1,1/10/2022 5:55,4213.84,222.68,TRADE
VIC1,1/10/2022 6:00,4234.68,213.39,TRADE
VIC1,1/10/2022 6:05,4220.76,161.17,TRADE
VIC1,1/10/2022 6:10,4361.82,167.56,TRADE
VIC1,1/10/2022 6:15,4371.14,171.65,TRADE
VIC1,1/10/2022 6:20,4387.46,228.41,TRADE
VIC1,1/10/2022 6:25,4346.48,212.35,TRADE
VIC1,1/10/2022 6:30,4413.96,269.65,TRADE
VIC1,1/10/2022 6:35,4407.22,208.65,TRADE
VIC1,1/10/2022 6:40,4460.07,170.32,TRADE
VIC1,1/10/2022 6:45,4336.58,151.35,TRADE
VIC1,1/10/2022 6:50,4293.4,132.72,TRADE
VIC1,1/10/2022 6:55,4412.5,150.23,TRADE
VIC1,1/10/2022 7:00,4391.38,142.46,TRADE
VIC1,1/10/2022 7:05,4234.21,88.92,TRADE
VIC1,1/10/2022 7:10,4348.96,95.25,TRADE
VIC1,1/10/2022 7:15,4311.34,90.99,TRADE
VIC1,1/10/2022 7:20,4291.49,73,TRADE
VIC1,1/10/2022 7:25,4299.75,73,TRADE
VIC1,1/10/2022 7:30,4179.02,73,TRADE
VIC1,1/10/2022 7:35,4155.45,73,TRADE
VIC1,1/10/2022 7:40,4130.37,24.88,TRADE
VIC1,1/10/2022 7:45,4116.6,24.89,TRADE
VIC1,1/10/2022 7:50,4176.52,64.45,TRADE
VIC1,1/10/2022 7:55,4086.07,63.22,TRADE
VIC1,1/10/2022 8:00,4069.92,0,TRADE
VIC1,1/10/2022 8:05,4035.75,26.08,TRADE
VIC1,1/10/2022 8:10,4043.89,9.2,TRADE
VIC1,1/10/2022 8:15,3988.56,27.21,TRADE
VIC1,1/10/2022 8:20,4007.23,25.92,TRADE
VIC1,1/10/2022 8:25,3900.46,24.77,TRADE
VIC1,1/10/2022 8:30,3831.71,0,TRADE
VIC1,1/10/2022 8:35,3770.95,0,TRADE
VIC1,1/10/2022 8:40,3764.54,9.2,TRADE
VIC1,1/10/2022 8:45,3806.38,9.2,TRADE
VIC1,1/10/2022 8:50,3809.84,70.46,TRADE
VIC1,1/10/2022 8:55,3703.91,0,TRADE
VIC1,1/10/2022 9:00,3728.06,22.48,TRADE
VIC1,1/10/2022 9:05,3665.84,63.9,TRADE
VIC1,1/10/2022 9:10,3657.84,80.54,TRADE
VIC1,1/10/2022 9:15,3590.1,65.14,TRADE
VIC1,1/10/2022 9:20,3521.6,58.27,TRADE
VIC1,1/10/2022 9:25,3491.2,-22.57,TRADE
VIC1,1/10/2022 9:30,3351.62,-29.86,TRADE
VIC1,1/10/2022 9:35,3288.22,-21.58,TRADE
VIC1,1/10/2022 9:40,3302.31,-21.66,TRADE
VIC1,1/10/2022 9:45,3296.84,-20,TRADE
VIC1,1/10/2022 9:50,3209.68,-20.79,TRADE
VIC1,1/10/2022 9:55,3170.38,-57.92,TRADE
VIC1,1/10/2022 10:00,3164.13,-28.16,TRADE
VIC1,1/10/2022 10:05,3092.73,-29.07,TRADE
VIC1,1/10/2022 10:10,2985.17,-36.85,TRADE
VIC1,1/10/2022 10:15,2946.8,-37.47,TRADE
VIC1,1/10/2022 10:20,2900.47,-30.41,TRADE
VIC1,1/10/2022 10:25,2891.57,-36.85,TRADE
VIC1,1/10/2022 10:30,2897.16,-45,TRADE
VIC1,1/10/2022 10:35,2849.74,-45,TRADE
VIC1,1/10/2022 10:40,2814.28,-47.96,TRADE
VIC1,1/10/2022 10:45,2814.46,-54.3,TRADE
VIC1,1/10/2022 10:50,2816,-45,TRADE
VIC1,1/10/2022 10:55,2768.79,-23.36,TRADE
VIC1,1/10/2022 11:00,2734.39,-24.71,TRADE
VIC1,1/10/2022 11:05,2720.21,-32.5,TRADE
VIC1,1/10/2022 11:10,2627.68,-33.7,TRADE
VIC1,1/10/2022 11:15,2677.5,-37.56,TRADE
VIC1,1/10/2022 11:20,2584.1,-33.97,TRADE
VIC1,1/10/2022 11:25,2646.76,-45,TRADE
VIC1,1/10/2022 11:30,2640.91,-52.97,TRADE
VIC1,1/10/2022 11:35,2558.32,-63.33,TRADE
VIC1,1/10/2022 11:40,2709.15,-32.18,TRADE
VIC1,1/10/2022 11:45,2581.91,-60,TRADE
VIC1,1/10/2022 11:50,2581.73,-60,TRADE
VIC1,1/10/2022 11:55,2644.88,-50,TRADE
VIC1,1/10/2022 12:00,2440.75,-50.1,TRADE
VIC1,1/10/2022 12:05,2465.31,-60,TRADE
VIC1,1/10/2022 12:10,2568.97,-28.41,TRADE
VIC1,1/10/2022 12:15,2482.3,-64.44,TRADE
VIC1,1/10/2022 12:20,2566.01,-64.41,TRADE
VIC1,1/10/2022 12:25,2613.58,-57.92,TRADE
VIC1,1/10/2022 12:30,2532.19,-45,TRADE
VIC1,1/10/2022 12:35,2494.77,-20,TRADE
VIC1,1/10/2022 12:40,2452.21,-20,TRADE
VIC1,1/10/2022 12:45,2427.14,-57.92,TRADE
VIC1,1/10/2022 12:50,2422.7,-42.04,TRADE
VIC1,1/10/2022 12:55,2359.94,-20.67,TRADE
VIC1,1/10/2022 13:00,2460.73,-31.79,TRADE
VIC1,1/10/2022 13:05,2508.42,-19.9,TRADE
VIC1,1/10/2022 13:10,2467.2,-22.58,TRADE
VIC1,1/10/2022 13:15,2536.93,-20,TRADE
VIC1,1/10/2022 13:20,2546.81,-42.3,TRADE
VIC1,1/10/2022 13:25,2556.9,-25.5,TRADE
VIC1,1/10/2022 13:30,2581.42,-20,TRADE
VIC1,1/10/2022 13:35,2551.5,-33.08,TRADE
VIC1,1/10/2022 13:40,2495.39,-20,TRADE
VIC1,1/10/2022 13:45,2593.89,20.26,TRADE
VIC1,1/10/2022 13:50,2594.16,-31.27,TRADE
VIC1,1/10/2022 13:55,2532.36,-35.57,TRADE
VIC1,1/10/2022 14:00,2615.92,9.04,TRADE
VIC1,1/10/2022 14:05,2644.42,-21.51,TRADE
VIC1,1/10/2022 14:10,2643.12,-20.91,TRADE
VIC1,1/10/2022 14:15,2665.19,-23.76,TRADE
VIC1,1/10/2022 14:20,2576.41,-25.57,TRADE
VIC1,1/10/2022 14:25,2673.23,-34.92,TRADE
VIC1,1/10/2022 14:30,2712.79,-19.9,TRADE
VIC1,1/10/2022 14:35,2751.55,-24.01,TRADE
VIC1,1/10/2022 14:40,2674.88,-36.92,TRADE
VIC1,1/10/2022 14:45,2799.78,-22.96,TRADE
VIC1,1/10/2022 14:50,2830.56,-2.21,TRADE
VIC1,1/10/2022 14:55,2837.91,-7.61,TRADE
VIC1,1/10/2022 15:00,2868.45,-20,TRADE
VIC1,1/10/2022 15:05,2844.35,-19.9,TRADE
VIC1,1/10/2022 15:10,2884.11,-20,TRADE
VIC1,1/10/2022 15:15,2905.84,-20,TRADE
VIC1,1/10/2022 15:20,2913.39,-2.12,TRADE
VIC1,1/10/2022 15:25,2973.03,0.02,TRADE
VIC1,1/10/2022 15:30,3097.35,19.13,TRADE
VIC1,1/10/2022 15:35,3133.17,-30.43,TRADE
VIC1,1/10/2022 15:40,3163.51,-16.96,TRADE
VIC1,1/10/2022 15:45,3257.78,78.29,TRADE
VIC1,1/10/2022 15:50,3334.82,76.41,TRADE
VIC1,1/10/2022 15:55,3363.82,75.37,TRADE
VIC1,1/10/2022 16:00,3372.56,99.28,TRADE
VIC1,1/10/2022 16:05,3417.82,25.86,TRADE
VIC1,1/10/2022 16:10,3505.08,61.85,TRADE
VIC1,1/10/2022 16:15,3579.23,61.94,TRADE
VIC1,1/10/2022 16:20,3692.29,75.88,TRADE
VIC1,1/10/2022 16:25,3748.1,118,TRADE
VIC1,1/10/2022 16:30,3793.19,149.98,TRADE
VIC1,1/10/2022 16:35,3903.83,80.4,TRADE
VIC1,1/10/2022 16:40,3919.36,88,TRADE
VIC1,1/10/2022 16:45,4023.05,118,TRADE
VIC1,1/10/2022 16:50,4000.01,115,TRADE
VIC1,1/10/2022 16:55,4055.94,126.19,TRADE
VIC1,1/10/2022 17:00,4109.52,149.98,TRADE
VIC1,1/10/2022 17:05,4221.98,118,TRADE
VIC1,1/10/2022 17:10,4280.09,118,TRADE
VIC1,1/10/2022 17:15,4299.6,118.5,TRADE
VIC1,1/10/2022 17:20,4443.71,149.98,TRADE
VIC1,1/10/2022 17:25,4522.25,149.98,TRADE
VIC1,1/10/2022 17:30,4525.96,149.98,TRADE
VIC1,1/10/2022 17:35,4619.52,145.5,TRADE
VIC1,1/10/2022 17:40,4587.38,149.98,TRADE
VIC1,1/10/2022 17:45,4691.43,164.51,TRADE
VIC1,1/10/2022 17:50,4729.81,179.92,TRADE
VIC1,1/10/2022 17:55,4770.2,237.83,TRADE
VIC1,1/10/2022 18:00,4876.88,218.26,TRADE
VIC1,1/10/2022 18:05,4925.95,217.08,TRADE
VIC1,1/10/2022 18:10,4929.35,215.83,TRADE
VIC1,1/10/2022 18:15,4995.71,173.12,TRADE
VIC1,1/10/2022 18:20,5070.27,199.15,TRADE
VIC1,1/10/2022 18:25,5034.38,195.23,TRADE
VIC1,1/10/2022 18:30,5072.02,151.18,TRADE
VIC1,1/10/2022 18:35,5053.9,216.99,TRADE
VIC1,1/10/2022 18:40,5112.67,213.47,TRADE
VIC1,1/10/2022 18:45,5153.67,196.81,TRADE
VIC1,1/10/2022 18:50,5174.9,181.45,TRADE
VIC1,1/10/2022 18:55,5250.33,182.03,TRADE
VIC1,1/10/2022 19:00,5184.37,202.03,TRADE
VIC1,1/10/2022 19:05,5262.67,217.62,TRADE
VIC1,1/10/2022 19:10,5230.2,194.5,TRADE
VIC1,1/10/2022 19:15,5225.71,193.9,TRADE
VIC1,1/10/2022 19:20,5158.59,167.87,TRADE
VIC1,1/10/2022 19:25,5160.04,167.42,TRADE
VIC1,1/10/2022 19:30,5167.95,167.42,TRADE
VIC1,1/10/2022 19:35,5195.94,168.9,TRADE
VIC1,1/10/2022 19:40,5141.71,166.17,TRADE
VIC1,1/10/2022 19:45,5192,167.02,TRADE
VIC1,1/10/2022 19:50,5191.49,175,TRADE
VIC1,1/10/2022 19:55,5151.89,168.74,TRADE
VIC1,1/10/2022 20:00,5107.25,166.59,TRADE
VIC1,1/10/2022 20:05,5038.52,168.31,TRADE
VIC1,1/10/2022 20:10,5025.26,175,TRADE
VIC1,1/10/2022 20:15,5031.1,168.41,TRADE
VIC1,1/10/2022 20:20,5045.67,168.31,TRADE
VIC1,1/10/2022 20:25,5012.64,174.08,TRADE
VIC1,1/10/2022 20:30,4956.56,167.45,TRADE
VIC1,1/10/2022 20:35,5022.44,168.74,TRADE
VIC1,1/10/2022 20:40,5019.69,167.59,TRADE
VIC1,1/10/2022 20:45,5014.54,167.87,TRADE
VIC1,1/10/2022 20:50,4986.7,165.71,TRADE
VIC1,1/10/2022 20:55,4908.75,146.08,TRADE
VIC1,1/10/2022 21:00,4952.2,152.35,TRADE
VIC1,1/10/2022 21:05,4850.69,149.98,TRADE
VIC1,1/10/2022 21:10,4914.23,149.98,TRADE
VIC1,1/10/2022 21:15,4966.6,161.54,TRADE
VIC1,1/10/2022 21:20,4880.6,142.82,TRADE
VIC1,1/10/2022 21:25,4955.8,149.98,TRADE
VIC1,1/10/2022 21:30,4947.34,141.21,TRADE
VIC1,1/10/2022 21:35,4926.52,149.98,TRADE
VIC1,1/10/2022 21:40,4873.02,166.81,TRADE
VIC1,1/10/2022 21:45,4827.03,149.98,TRADE
VIC1,1/10/2022 21:50,4850.5,149.98,TRADE
VIC1,1/10/2022 21:55,4841.32,135.51,TRADE
VIC1,1/10/2022 22:00,4824.92,149.98,TRADE
VIC1,1/10/2022 22:05,4801.79,172.83,TRADE
VIC1,1/10/2022 22:10,4844.99,211.11,TRADE
VIC1,1/10/2022 22:15,4799.53,182.39,TRADE
VIC1,1/10/2022 22:20,4788.13,171.16,TRADE
VIC1,1/10/2022 22:25,4732.35,155.36,TRADE
VIC1,1/10/2022 22:30,4740.61,162.55,TRADE
VIC1,1/10/2022 22:35,4724.77,173.19,TRADE
VIC1,1/10/2022 22:40,4680.38,173.63,TRADE
VIC1,1/10/2022 22:45,4738.89,171.81,TRADE
VIC1,1/10/2022 22:50,4695.54,168.61,TRADE
VIC1,1/10/2022 22:55,4700.11,168.21,TRADE
VIC1,1/10/2022 23:00,4767.17,170.59,TRADE
VIC1,1/10/2022 23:05,4747.05,174.94,TRADE
VIC1,1/10/2022 23:10,4816.06,238.53,TRADE
VIC1,1/10/2022 23:15,4835.06,297.62,TRADE
VIC1,1/10/2022 23:20,4830.89,167.44,TRADE
VIC1,1/10/2022 23:25,4842.87,172.62,TRADE
VIC1,1/10/2022 23:30,4858.28,168.52,TRADE
VIC1,1/10/2022 23:35,4878.67,223.33,TRADE
VIC1,1/10/2022 23:40,4859.55,227.02,TRADE
VIC1,1/10/2022 23:45,4790.42,226.18,TRADE
VIC1,1/10/2022 23:50,4783.78,263.08,TRADE
VIC1,1/10/2022 23:55,4684.55,167.68,TRADE
VIC1,2/10/2022 0:00,4654.82,180.86,TRADE
VIC1,2/10/2022 0:05,4718.06,256.25,TRADE
VIC1,2/10/2022 0:10,4665.17,236.71,TRADE
VIC1,2/10/2022 0:15,4652.96,236.16,TRADE
VIC1,2/10/2022 0:20,4654.43,184.12,TRADE
VIC1,2/10/2022 0:25,4612.34,172.02,TRADE
VIC1,2/10/2022 0:30,4578.41,172.41,TRADE
VIC1,2/10/2022 0:35,4526.7,169.75,TRADE
VIC1,2/10/2022 0:40,4499.57,184.36,TRADE
VIC1,2/10/2022 0:45,4462.41,184.57,TRADE
VIC1,2/10/2022 0:50,4441.39,169.18,TRADE
VIC1,2/10/2022 0:55,4493.45,183.76,TRADE
VIC1,2/10/2022 1:00,4464.62,183.04,TRADE
VIC1,2/10/2022 1:05,4362.34,155.45,TRADE
VIC1,2/10/2022 1:10,4453.74,219.58,TRADE
VIC1,2/10/2022 1:15,4442.15,222.74,TRADE
VIC1,2/10/2022 1:20,4385.89,183.02,TRADE
VIC1,2/10/2022 1:25,4386.46,182.16,TRADE
VIC1,2/10/2022 1:30,4295.69,164.17,TRADE
VIC1,2/10/2022 1:35,4300.81,221.6,TRADE
VIC1,2/10/2022 1:40,4232.7,215.11,TRADE
VIC1,2/10/2022 1:45,4244.16,179.46,TRADE
VIC1,2/10/2022 1:50,4195.02,159.21,TRADE
VIC1,2/10/2022 1:55,4236.27,163.92,TRADE
VIC1,2/10/2022 2:00,4248.55,176.27,TRADE
VIC1,2/10/2022 2:05,4227.11,174.92,TRADE
VIC1,2/10/2022 2:10,4201.3,175.77,TRADE
VIC1,2/10/2022 2:15,4133.54,174.04,TRADE
VIC1,2/10/2022 2:20,4125.48,159.24,TRADE
VIC1,2/10/2022 2:25,4092.17,173.38,TRADE
VIC1,2/10/2022 2:30,4103.08,173.63,TRADE
VIC1,2/10/2022 2:35,4119.09,212.5,TRADE
VIC1,2/10/2022 2:40,4011.9,174.51,TRADE
VIC1,2/10/2022 2:45,4087.83,173.94,TRADE
VIC1,2/10/2022 2:50,4072.19,175.81,TRADE
VIC1,2/10/2022 2:55,4041.76,155.01,TRADE
VIC1,2/10/2022 3:00,4029.18,169.79,TRADE
VIC1,2/10/2022 3:05,3990.69,170.58,TRADE
VIC1,2/10/2022 3:10,4006.07,173.19,TRADE
VIC1,2/10/2022 3:15,4049.76,173.63,TRADE
VIC1,2/10/2022 3:20,3987.79,152.03,TRADE
VIC1,2/10/2022 3:25,3946.18,168.52,TRADE
VIC1,2/10/2022 3:30,3985.28,168.33,TRADE
VIC1,2/10/2022 3:35,3989.93,155.67,TRADE
VIC1,2/10/2022 3:40,3968.84,153.99,TRADE
VIC1,2/10/2022 3:45,3997.95,168.28,TRADE
VIC1,2/10/2022 3:50,3923.05,152.68,TRADE
VIC1,2/10/2022 3:55,3935.28,152.65,TRADE
VIC1,2/10/2022 4:00,3938.86,151.44,TRADE
VIC1,2/10/2022 4:05,4011.18,152.12,TRADE
VIC1,2/10/2022 4:10,3992.57,150.48,TRADE
VIC1,2/10/2022 4:15,3939.73,149.98,TRADE
VIC1,2/10/2022 4:20,3998.49,152.15,TRADE
VIC1,2/10/2022 4:25,3965.2,149.98,TRADE
VIC1,2/10/2022 4:30,3953,149.98,TRADE
VIC1,2/10/2022 4:35,3970.46,149.98,TRADE
VIC1,2/10/2022 4:40,3913.79,149.98,TRADE
VIC1,2/10/2022 4:45,3927.44,149.98,TRADE
VIC1,2/10/2022 4:50,3953.81,149.98,TRADE
VIC1,2/10/2022 4:55,3943.56,149.98,TRADE
VIC1,2/10/2022 5:00,3988.06,149.98,TRADE
VIC1,2/10/2022 5:05,4042.96,149.98,TRADE
VIC1,2/10/2022 5:10,4040.32,149.98,TRADE
VIC1,2/10/2022 5:15,4061.84,149.98,TRADE
VIC1,2/10/2022 5:20,4085.33,149.98,TRADE
VIC1,2/10/2022 5:25,4075.44,149.98,TRADE
VIC1,2/10/2022 5:30,4105.79,149.98,TRADE
VIC1,2/10/2022 5:35,4111.51,149.98,TRADE
VIC1,2/10/2022 5:40,4140.02,149.98,TRADE
VIC1,2/10/2022 5:45,4138.33,149.98,TRADE
VIC1,2/10/2022 5:50,4123.6,149.98,TRADE
VIC1,2/10/2022 5:55,4151.54,149.98,TRADE
VIC1,2/10/2022 6:00,4145.25,149.98,TRADE
VIC1,2/10/2022 6:05,4204.9,149.98,TRADE
VIC1,2/10/2022 6:10,4228.86,147.17,TRADE
VIC1,2/10/2022 6:15,4263.8,121.78,TRADE
VIC1,2/10/2022 6:20,4290.44,118,TRADE
VIC1,2/10/2022 6:25,4281.58,118,TRADE
VIC1,2/10/2022 6:30,4281.98,88,TRADE
VIC1,2/10/2022 6:35,4263.63,89.75,TRADE
VIC1,2/10/2022 6:40,4269.25,97.97,TRADE
VIC1,2/10/2022 6:45,4269.49,88,TRADE
VIC1,2/10/2022 6:50,4234.19,88,TRADE
VIC1,2/10/2022 6:55,4251.91,88,TRADE
VIC1,2/10/2022 7:00,4206.44,88,TRADE
VIC1,2/10/2022 7:05,4177.84,85.25,TRADE
VIC1,2/10/2022 7:10,4096.14,32.64,TRADE
VIC1,2/10/2022 7:15,4122.85,76.37,TRADE
VIC1,2/10/2022 7:20,4104.74,40.74,TRADE
VIC1,2/10/2022 7:25,4100.8,34.43,TRADE
VIC1,2/10/2022 7:30,4089.13,33.6,TRADE
VIC1,2/10/2022 7:35,4067.27,32.12,TRADE
VIC1,2/10/2022 7:40,4061.55,31.71,TRADE
VIC1,2/10/2022 7:45,4068.64,22.63,TRADE
VIC1,2/10/2022 7:50,4005.26,31.66,TRADE
VIC1,2/10/2022 7:55,3982.88,31.14,TRADE
VIC1,2/10/2022 8:00,3877.35,54.1,TRADE
VIC1,2/10/2022 8:05,3829.33,33.71,TRADE
VIC1,2/10/2022 8:10,3803.19,29.28,TRADE
VIC1,2/10/2022 8:15,3804.61,28.36,TRADE
VIC1,2/10/2022 8:20,3800.18,51.03,TRADE
VIC1,2/10/2022 8:25,3709.72,0.92,TRADE
VIC1,2/10/2022 8:30,3685.87,26.63,TRADE
VIC1,2/10/2022 8:35,3626.53,26.09,TRADE
VIC1,2/10/2022 8:40,3630.73,27.17,TRADE
VIC1,2/10/2022 8:45,3536.83,18.73,TRADE
VIC1,2/10/2022 8:50,3464.48,9.18,TRADE
VIC1,2/10/2022 8:55,3488.76,17.17,TRADE
VIC1,2/10/2022 9:00,3441.14,16.34,TRADE
VIC1,2/10/2022 9:05,3370.5,-2.59,TRADE
VIC1,2/10/2022 9:10,3327.09,-23.03,TRADE
VIC1,2/10/2022 9:15,3261.89,-36.85,TRADE
VIC1,2/10/2022 9:20,3169.35,-36.85,TRADE
VIC1,2/10/2022 9:25,3079.31,-46.19,TRADE
VIC1,2/10/2022 9:30,2971.82,-45.88,TRADE
VIC1,2/10/2022 9:35,3046.91,-34.38,TRADE
VIC1,2/10/2022 9:40,2924,-20,TRADE
VIC1,2/10/2022 9:45,2826.48,-37.43,TRADE
VIC1,2/10/2022 9:50,2851.18,-22.47,TRADE
VIC1,2/10/2022 9:55,2769.84,-36.92,TRADE
VIC1,2/10/2022 10:00,2652.8,-38,TRADE
VIC1,2/10/2022 10:05,2613.37,-45,TRADE
VIC1,2/10/2022 10:10,2665.62,-45,TRADE
VIC1,2/10/2022 10:15,2529.61,-60,TRADE
VIC1,2/10/2022 10:20,2514.11,-59,TRADE
VIC1,2/10/2022 10:25,2483.6,-164.25,TRADE
VIC1,2/10/2022 10:30,2690.4,-58.71,TRADE
VIC1,2/10/2022 10:35,2434.1,-117.23,TRADE
VIC1,2/10/2022 10:40,2548.41,-59,TRADE
VIC1,2/10/2022 10:45,2511.49,-60,TRADE
VIC1,2/10/2022 10:50,2434.29,-60,TRADE
VIC1,2/10/2022 10:55,2466.53,-60,TRADE
VIC1,2/10/2022 11:00,2389.95,-59,TRADE
VIC1,2/10/2022 11:05,2328.27,-60,TRADE
VIC1,2/10/2022 11:10,2420.67,-59,TRADE
VIC1,2/10/2022 11:15,2318.14,-59,TRADE
VIC1,2/10/2022 11:20,2182.59,-60,TRADE
VIC1,2/10/2022 11:25,2292.71,-131.24,TRADE
VIC1,2/10/2022 11:30,2330.33,-59,TRADE
VIC1,2/10/2022 11:35,2265.24,-59,TRADE
VIC1,2/10/2022 11:40,2259.57,-60,TRADE
VIC1,2/10/2022 11:45,2198.16,-60,TRADE
VIC1,2/10/2022 11:50,2082.75,-60.34,TRADE
VIC1,2/10/2022 11:55,2175.9,-60,TRADE
VIC1,2/10/2022 12:00,2099.03,-59.43,TRADE
VIC1,2/10/2022 12:05,2123.3,-86.04,TRADE
VIC1,2/10/2022 12:10,2261.94,-115.05,TRADE
VIC1,2/10/2022 12:15,2213.96,-97.7,TRADE
VIC1,2/10/2022 12:20,2317.55,-60,TRADE
VIC1,2/10/2022 12:25,2172.56,-180.05,TRADE
VIC1,2/10/2022 12:30,2182.64,-59,TRADE
VIC1,2/10/2022 12:35,2127.11,-60,TRADE
VIC1,2/10/2022 12:40,2146.34,-60,TRADE
VIC1,2/10/2022 12:45,2202.6,-60,TRADE
VIC1,2/10/2022 12:50,2214.02,-59.97,TRADE
VIC1,2/10/2022 12:55,2153.07,-91.03,TRADE
VIC1,2/10/2022 13:00,2325.44,-50.9,TRADE
VIC1,2/10/2022 13:05,2223.4,-59,TRADE
VIC1,2/10/2022 13:10,2274.78,-55.46,TRADE
VIC1,2/10/2022 13:15,2204.57,-54.99,TRADE
VIC1,2/10/2022 13:20,2099.19,-91.95,TRADE
VIC1,2/10/2022 13:25,2248.14,-45,TRADE
VIC1,2/10/2022 13:30,2221.09,-59,TRADE
VIC1,2/10/2022 13:35,2269.42,-45,TRADE
VIC1,2/10/2022 13:40,2183.05,-59,TRADE
VIC1,2/10/2022 13:45,2266.56,-38,TRADE
VIC1,2/10/2022 13:50,2312.64,-90.16,TRADE
VIC1,2/10/2022 13:55,2354.52,-60.34,TRADE
VIC1,2/10/2022 14:00,2293.92,-60.34,TRADE
VIC1,2/10/2022 14:05,2216.52,-60,TRADE
VIC1,2/10/2022 14:10,2291.5,-60,TRADE
VIC1,2/10/2022 14:15,2323.79,-40.18,TRADE
VIC1,2/10/2022 14:20,2369.81,-31.21,TRADE
VIC1,2/10/2022 14:25,2316.07,6.94,TRADE
VIC1,2/10/2022 14:30,2445.02,83.66,TRADE
VIC1,2/10/2022 14:35,2507.71,64.06,TRADE
VIC1,2/10/2022 14:40,2487.07,60.27,TRADE
